acousticness;danceability;duration_ms;energy;explicit;liveness;loudness;mode;popularity;tempo;valence;year
0.698;0.56;197933;0.674;0;0.123;-6.048;1;76;119.942;0.421;2019
0.0128;0.606;232907;0.799;0;0.15;-4.452;1;80;103.014;0.638;2019
0.172;0.306;377960;0.347;0;0.0485;-8.5;1;78;120.996;0.0511;2019
0.0875;0.641;196188;0.537;0;0.115;-5.452;0;79;112.864;0.0681;2019
0.492;0.359;221307;0.543;0;0.118;-7.582;1;78;68.534;0.453;2019
0.818;0.45;183624;0.329;0;0.135;-12.603;0;82;71.884;0.266;2019
0.0242;0.642;150160;0.538;0;0.273;-7.206;1;79;143.921;0.57;2019
0.000532;0.535;362653;0.521;0;0.19;-5.942;1;79;140.026;0.457;2019
0.74;0.905;193143;0.389;0;0.106;-14.505;1;79;120.046;0.196;2019
0.603;0.726;143227;0.408;1;0.225;-6.606;0;76;115.918;0.459;2019
0.181;0.843;160627;0.391;1;0.137;-7.899;1;80;129.972;0.496;2019
0.801;0.51;220240;0.619;1;0.0811;-7.918;1;76;97.018;0.321;2019
0.119;0.4;186107;0.795;1;0.159;-3.731;0;79;190.097;0.702;2019
0.0363;0.886;192024;0.672;1;0.101;-4.394;1;79;91.976;0.526;2019
0.0119;0.684;171253;0.671;1;0.0769;-6.424;0;76;179.987;0.45;2019
0.0767;0.777;190360;0.658;0;0.0901;-5.191;1;77;110.048;0.633;2019
0.204;0.585;217640;0.696;0;0.344;-5.6;0;78;104.01;0.522;2019
0.171;0.664;187040;0.724;1;0.13;-5.457;1;77;144.052;0.697;2019
0.286;0.561;197299;0.597;0;0.0979;-6;0;76;76.826;0.355;2019
0.037;0.759;190960;0.54;0;0.0945;-6.039;0;84;116.947;0.75;2019
0.331;0.405;156267;0.646;0;0.103;-3.206;0;77;130.218;0.17;2019
0.761;0.629;197732;0.327;0;0.103;-8.285;1;79;74.953;0.381;2019
0.0183;0.725;200880;0.571;0;0.0519;-6.007;1;77;146.035;0.61;2019
0.283;0.726;168840;0.444;0;0.177;-8.922;0;79;185.044;0.569;2019
0.129;0.598;168387;0.526;0;0.14;-8.659;0;84;123.935;0.529;2019
0.124;0.64;197867;0.648;0;0.0802;-8.113;0;81;92.977;0.548;2019
0.332;0.535;221554;0.714;0;0.0806;-5.753;0;76;100.059;0.458;2019
0.0923;0.645;229773;0.862;0;0.192;-4.757;0;82;119.991;0.798;2019
0.901;0.663;121375;0.408;1;0.16;-10.861;1;76;90.191;0.227;2019
0.033;0.61;193000;0.83;0;0.118;-4.105;1;79;182.162;0.728;2019
0.632;0.719;117013;0.538;1;0.135;-6.897;0;76;204.132;0.803;2019
0.0912;0.798;219947;0.675;0;0.0894;-5.041;1;82;101.956;0.842;2019
0.524;0.692;190800;0.809;0;0.147;-4.198;1;79;123.911;0.864;2019
0.00611;0.767;195145;0.889;1;0.402;-2.988;1;77;119.93;0.843;2019
0.0538;0.752;163902;0.673;1;0.133;-5.792;0;80;164.009;0.35;2020
0.629;0.735;220488;0.449;1;0.113;-7.507;1;83;122.947;0.0397;2020
0.325;0.767;163208;0.659;1;0.13;-7.429;1;90;124.946;0.439;2020
0.217;0.921;176383;0.718;1;0.189;-3.545;0;79;141.06;0.677;2020
0.49;0.58;186293;0.751;0;0.277;-5.078;1;77;148.108;0.718;2020
0.168;0.734;166028;0.874;0;0.0489;-3.158;1;91;122.953;0.905;2020
0.634;0.721;171827;0.277;0;0.112;-7.128;1;78;131.935;0.309;2020
0.855;0.515;260440;0.545;1;0.0921;-9.277;1;80;88.856;0.535;2020
0.0693;0.721;144860;0.632;1;0.291;-6.695;0;81;92.057;0.296;2020
0.87;0.559;315147;0.334;1;0.114;-10.733;1;80;122.079;0.211;2020
0.223;0.597;228482;0.45;0;0.382;-6.658;1;87;178.765;0.537;2020
0.605;0.703;183783;0.703;1;0.12;-4.672;1;81;76.017;0.697;2020
0.414;0.798;164000;0.62;0;0.112;-7.079;0;92;120.031;0.235;2020
0.176;0.747;181661;0.622;1;0.151;-5.825;1;80;159.93;0.57;2020
0.234;0.767;171375;0.481;1;0.269;-8.52;0;88;150.076;0.761;2020
0.575;0.621;239120;0.754;1;0.213;-5.904;0;77;127.036;0.441;2020
0.537;0.613;239560;0.581;0;0.25;-8.588;0;82;130.033;0.551;2020
0.00815;0.688;164580;0.647;1;0.095;-7.258;1;81;88.834;0.195;2020
0.275;0.765;169227;0.556;1;0.0824;-6.417;1;77;111.033;0.274;2020
0.00536;0.571;232253;0.693;0;0.173;-8.234;0;89;168.169;0.393;2020
0.0383;0.779;153147;0.642;1;0.2;-6.321;0;80;82.363;0.388;2020
0.585;0.679;227186;0.61;0;0.156;-10.936;0;83;123.978;0.554;2020
0.474;0.655;225857;0.441;1;0.099;-5.245;0;80;139.957;0.273;2020
0.0743;0.695;218902;0.343;1;0.107;-10.798;1;84;85.84;0.229;2020
0.671;0.98;180139;0.413;1;0.17;-11.052;0;84;119.993;0.764;2020
0.00776;0.63;172762;0.633;0;0.0541;-7.088;1;85;93.995;0.452;2020
0.758;0.711;141224;0.592;1;0.156;-7.136;0;86;124.749;0.535;2020
0.055;0.771;224955;0.654;1;0.214;-6.976;0;79;155.047;0.573;2020
0.207;0.774;162547;0.554;1;0.132;-7.909;1;83;99.034;0.349;2020
0.0511;0.551;205733;0.756;0;0.0765;-4.948;1;82;175.984;0.618;2020
0.224;0.694;196180;0.685;1;0.124;-6.535;0;81;158.831;0.306;2020
0.13;0.792;168490;0.512;1;0.14;-6.875;1;80;113.978;0.11;2020
0.66;0.546;215920;0.73;0;0.0972;-7.704;1;79;157.895;0.573;2020
0.0034;0.74;123447;0.566;1;0.589;-8.389;0;78;156.197;0.342;2020
0.778;0.298;285634;0.38;0;0.11;-8.426;1;81;75.602;0.152;2020
0.162;0.39;216560;0.724;1;0.393;-7.607;0;78;165.945;0.312;2020
0.114;0.945;168906;0.582;1;0.103;-8.357;0;80;108.025;0.907;2020
0.00576;0.954;139413;0.696;1;0.0754;-7.117;0;80;100.036;0.432;2020
0.524;0.652;154424;0.631;0;0.165;-5.718;0;82;127.998;0.35;2020
0.819;0.537;275320;0.537;0;0.142;-11.266;1;79;107.895;0.292;2020
0.749;0.728;147800;0.431;0;0.0996;-9.966;0;82;130.022;0.629;2020
0.0206;0.965;222523;0.485;1;0.0655;-8.784;1;87;124.025;0.312;2020
0.232;0.719;126521;0.598;0;0.115;-6.254;1;83;142.592;0.303;2020
0.294;0.643;188893;0.79;0;0.107;-6.079;1;76;95.987;0.8;2020
0.0301;0.772;135747;0.878;1;0.251;-4.22;1;82;61.311;0.305;2020
0.000417;0.654;171621;0.875;1;0.194;-4.845;1;80;99.975;0.522;2020
0.44;0.761;238805;0.525;0;0.0921;-6.9;1;81;80.87;0.531;2020
0.297;0.774;201587;0.376;1;0.165;-9.372;1;83;122.089;0.391;2020
0.147;0.874;235988;0.443;1;0.124;-9.628;0;77;118.004;0.298;2020
0.337;0.63;202193;0.446;1;0.166;-8.9;1;79;143.078;0.177;2020
0.937;0.39;304107;0.27;0;0.111;-10.673;1;79;125.177;0.32;2020
0.696;0.605;225880;0.488;0;0.129;-8.322;1;79;119.966;0.354;2020
0.439;0.745;168685;0.5;1;0.0943;-6.184;1;79;76.968;0.433;2020
0.183;0.868;154767;0.55;1;0.109;-6.417;1;78;117.943;0.464;2020
0.0681;0.789;167990;0.742;1;0.166;-5.664;0;81;116.965;0.661;2020
0.884;0.629;184638;0.306;0;0.124;-11.735;1;82;76.994;0.191;2020
0.768;0.604;275040;0.517;1;0.123;-9.014;1;79;127.967;0.511;2020
0.0112;0.746;199054;0.765;0;0.0936;-4.41;0;87;114.044;0.737;2020
0.0277;0.92;165726;0.833;1;0.0596;-3.18;1;77;141.034;0.645;2020
0.00021;0.533;205159;0.858;1;0.148;-4.212;1;79;160.057;0.506;2020
0.757;0.777;210252;0.357;1;0.108;-6.942;1;79;139.883;0.172;2020
0.869;0.584;217769;0.411;1;0.0955;-7.147;0;85;169.934;0.412;2020
0.165;0.885;164591;0.661;1;0.334;-5.062;0;78;140.028;0.436;2020
0.151;0.759;184490;0.538;1;0.126;-8.256;0;76;146.933;0.831;2020
0.452;0.638;240413;0.538;0;0.0695;-8.445;1;76;89.124;0.318;2020
0.016;0.822;242001;0.743;1;0.127;-4.772;0;79;84.459;0.636;2020
0.0123;0.852;184619;0.674;1;0.126;-4.166;1;77;130.085;0.584;2020
0.00671;0.835;202795;0.699;1;0.195;-5.405;0;81;154.981;0.547;2020
0.32;0.529;194165;0.45;1;0.147;-13.291;0;79;72.704;0.302;2020
0.0337;0.793;247308;0.771;0;0.284;-3.417;1;90;171.943;0.835;2020
0.168;0.865;189496;0.792;1;0.107;-4.207;1;77;101.985;0.562;2020
0.00824;0.821;154324;0.863;1;0.0377;-3.159;1;78;180.013;0.874;2020
0.0981;0.672;196453;0.642;0;0.1;-4.035;1;82;121.981;0.494;2020
0.258;0.785;193234;0.903;1;0.169;-4.184;1;77;139.98;0.565;2020
0.114;0.883;156430;0.6;1;0.0931;-7.188;1;85;113.903;0.691;2020
0.0166;0.82;64654;0.302;1;0.111;-6.564;1;76;78.099;0.216;2020
0.876;0.535;257773;0.561;0;0.115;-11.609;1;78;96.103;0.287;2020
0.795;0.444;208155;0.309;0;0.352;-10.956;1;81;104.745;0.0875;2020
0.0103;0.607;295177;0.829;1;0.107;-4.074;1;84;96.172;0.685;2020
0.0358;0.886;139760;0.743;1;0.0511;-6.797;0;78;131.902;0.941;2020
0.268;0.837;169532;0.482;1;0.0991;-8.608;0;76;143.01;0.444;2020
0.00584;0.621;136408;0.695;1;0.086;-5.124;1;77;173.966;0.298;2020
0.44;0.761;238805;0.525;0;0.0921;-6.9;1;80;80.87;0.531;2020
0.317;0.575;226220;0.609;1;0.105;-4.88;0;79;83.004;0.339;2020
0.0582;0.831;202413;0.62;1;0.119;-8.397;0;76;133.17;0.568;2020
0.08;0.719;149900;0.607;1;0.125;-5.156;1;79;128.006;0.464;2020
0.248;0.835;224656;0.869;1;0.462;-4.582;0;81;140.945;0.82;2020
0.556;0.488;206459;0.343;0;0.21;-8.985;1;83;102.819;0.0978;2020
0.12;0.94;228796;0.532;1;0.0925;-5.998;0;76;123.043;0.599;2020
0.76;0.64;260776;0.355;0;0.114;-7.757;0;78;119.513;0.437;2020
0.272;0.913;136224;0.391;1;0.0666;-11.158;0;81;141.05;0.713;2020
0.021;0.672;182200;0.855;0;0.323;-3.764;1;84;123.056;0.646;2020
0.777;0.813;170345;0.415;0;0.131;-5.926;1;86;91.921;0.667;2020
0.554;0.617;212867;0.525;1;0.135;-10.426;0;76;135.781;0.377;2020
0.00599;0.642;124094;0.69;1;0.322;-5.101;1;77;164.075;0.641;2020
0.18;0.736;216107;0.632;0;0.349;-4.939;0;91;92.03;0.503;2020
0.0389;0.738;212640;0.868;0;0.388;-4.373;0;76;122.003;0.336;2015
0.215;0.529;249810;0.614;0;0.277;-5.032;1;76;92.972;0.141;2015
0.0185;0.636;219043;0.815;0;0.163;-5.098;0;77;123.063;0.636;2015
0.0927;0.792;195547;0.717;0;0.226;-4.759;0;76;121.985;0.466;2016
0.406;0.72;251088;0.763;0;0.18;-4.068;0;76;101.965;0.742;2016
0.393;0.704;271640;0.634;0;0.0952;-7.374;0;76;113.927;0.411;2016
0.0323;0.62;228980;0.864;0;0.117;-4.334;0;76;98.059;0.395;2017
0.0347;0.655;205766;0.487;0;0.271;-7.988;1;76;139.914;0.0454;2017
0.0232;0.461;261154;0.834;0;0.14;-4.868;1;77;135.007;0.471;2017
0.0586;0.731;247160;0.445;0;0.14;-8.418;1;78;117.97;0.106;2017
0.22;0.44;341413;0.983;0;0.26;-4.36;1;76;159.968;0.203;2017
0.0735;0.624;170827;0.876;0;0.327;-3.374;1;78;99.943;0.781;2017
0.148;0.671;237720;0.673;0;0.304;-6.941;0;78;121.963;0.494;2017
0.0275;0.646;203000;0.741;0;0.312;-4.973;0;79;123.077;0.571;2017
0.207;0.759;198332;0.639;0;0.23;-8.085;0;76;128.01;0.682;2017
0.162;0.578;201539;0.537;0;0.076;-8.676;1;78;83.909;0.25;2018
0.0735;0.609;324467;0.674;0;0.345;-7.388;0;77;90.009;0.315;2018
0.0965;0.458;197411;0.561;0;0.156;-4.819;1;76;149.875;0.206;2018
0.00281;0.63;195519;0.694;0;0.0719;-6.257;0;77;97.005;0.216;2018
0.0215;0.547;205267;0.814;0;0.0475;-6.191;1;78;92.986;0.724;2018
0.751;0.501;182161;0.405;0;0.105;-5.679;1;80;109.891;0.446;2018
0.699;0.484;141395;0.749;0;0.105;-4.176;1;76;160.006;0.468;2018
0.154;0.699;148230;0.668;1;0.362;-4.272;0;76;144.105;0.314;2018
0.286;0.672;201287;0.735;0;0.242;-4.733;1;78;115.741;0.754;2018
0.0722;0.383;260773;0.637;0;0.368;-6.993;1;81;177.913;0.0827;2018
0.346;0.638;180000;0.717;0;0.105;-4.722;1;76;100.027;0.249;2018
0.0323;0.671;209355;0.859;0;0.267;-3.922;0;76;139.931;0.389;2018
0.177;0.559;181360;0.473;0;0.108;-4.147;1;76;69.973;0.341;2018
0.0573;0.622;211360;0.712;0;0.13;-7.321;1;77;140.025;0.487;2018
0.197;0.514;233128;0.646;1;0.0958;-8.833;1;76;88.661;0.297;2018
0.157;0.842;212500;0.801;1;0.0642;-4.167;0;78;95.881;0.617;2018
0.394;0.637;228615;0.799;0;0.0921;-4.519;1;78;104.995;0.562;2018
0.199;0.746;179133;0.717;1;0.132;-4.841;0;77;150.964;0.523;2019
0.06;0.598;228027;0.68;0;0.324;-4.505;1;76;134.002;0.437;2019
0.000564;0.566;221827;0.846;0;0.121;-6.904;0;76;160.02;0.86;2019
0.00103;0.665;157220;0.712;0;0.102;-7.536;1;76;93.989;0.669;2019
0.751;0.521;243725;0.125;0;0.265;-17.832;1;76;111.554;0.0528;2019
0.0516;0.749;204887;0.461;0;0.0738;-2.961;0;78;139.02;0.42;2019
0.153;0.477;202205;0.682;0;0.0763;-4.931;0;80;110.567;0.345;2019
0.0132;0.618;171880;0.823;1;0.288;-4.76;1;78;82.004;0.58;2019
0.35;0.939;179889;0.305;0;0.105;-10.952;0;76;100.029;0.563;2019
0.0623;0.791;156347;0.565;0;0.156;-3.933;0;77;99.961;0.181;2019
0.678;0.613;108696;0.339;0;0.166;-14.908;0;77;106.582;0.292;2019
0.126;0.528;209880;0.511;0;0.101;-8.144;1;78;100.1;0.351;2019
0.148;0.857;204467;0.621;0;0.0865;-6.376;0;79;97.989;0.668;2019
0.122;0.548;174000;0.816;0;0.335;-4.209;1;79;95.39;0.557;2019
0.194;0.77;223523;0.882;0;0.316;-4.792;1;77;99.991;0.385;2019
0.298;0.668;159011;0.892;0;0.735;-3.001;0;76;95.927;0.478;2019
0.0392;0.759;190800;0.548;0;0.0828;-6.049;0;81;116.967;0.749;2019
0.705;0.551;196493;0.537;1;0.0802;-7.595;1;77;126.421;0.493;2019
0.32;0.738;189052;0.861;0;0.325;-4.141;1;78;131.974;0.58;2019
0.183;0.518;240013;0.729;0;0.0643;-7.193;0;77;156.879;0.343;2019
0.8;0.39;183103;0.448;0;0.107;-8.57;0;79;144.89;0.077;2019
0.0334;0.721;221714;0.716;1;0.237;-7.037;0;81;104.994;0.667;2019
0.017;0.734;270741;0.836;0;0.179;-4.803;0;78;80.002;0.623;2019
0.144;0.929;132024;0.7;1;0.349;-5.595;0;77;120.009;0.802;2020
0.853;0.794;342040;0.32;0;0.112;-12.92;0;77;174.088;0.241;2020
0.021;0.86;172127;0.758;0;0.344;-5.16;1;83;97.014;0.453;2020
0.0947;0.688;191526;0.881;0;0.0804;-4.889;0;83;123.013;0.677;2020
0.402;0.9;170972;0.603;0;0.134;-5.313;1;82;129.928;0.824;2020
0.774;0.583;110129;0.344;1;0.143;-8.765;1;76;65.203;0.581;2020
0.00728;0.686;172005;0.703;1;0.0946;-6.141;0;79;144.902;0.457;2020
0.0236;0.775;234627;0.72;1;0.114;-5.353;0;78;155.086;0.49;2020
0.153;0.848;195649;0.457;1;0.115;-10.118;1;78;100.018;0.227;2020
0.00786;0.637;162399;0.69;0;0.124;-4.057;0;85;129.857;0.457;2020
0.556;0.646;199787;0.758;1;0.335;-7.75;0;76;172.995;0.0642;2020
0.146;0.868;182857;0.638;1;0.0931;-7.746;1;77;126.03;0.459;2020
0.268;0.867;173288;0.744;1;0.0713;-5.171;1;77;84.005;0.645;2020
0.00839;0.852;180645;0.698;0;0.0773;-7.206;1;82;113.039;0.324;2020
0.0016;0.943;218333;0.641;1;0.211;-5.598;1;76;99.099;0.242;2020
0.00883;0.702;203064;0.825;0;0.0674;-3.787;0;85;102.977;0.915;2020
0.00115;0.705;223279;0.814;0;0.203;-5.466;0;85;110;0.259;2020
0.146;0.692;142000;0.774;1;0.155;-4.385;0;81;98.066;0.533;2020
0.127;0.707;134240;0.955;0;0.202;-4.593;0;83;125.989;0.575;2020
0.835;0.689;180653;0.704;0;0.134;-10.813;1;77;151.884;0.92;2020
0.17;0.654;186749;0.452;1;0.114;-6.36;1;77;138.034;0.532;2020
0.321;0.834;247059;0.454;1;0.114;-9.75;0;83;81.618;0.837;2020
0.00103;0.792;92856;0.829;1;0.582;-6.612;1;78;93.044;0.17;2020
0.349;0.825;190331;0.733;1;0.112;-5.625;0;76;97.974;0.62;2020
0.0805;0.581;206046;0.584;0;0.366;-4.928;1;76;179.954;0.756;2020
0.291;0.66;180129;0.76;1;0.632;-5.726;1;77;127.984;0.394;2020
0.166;0.601;174720;0.649;1;0.165;-6.979;1;78;89.73;0.351;2020
0.143;0.591;205473;0.585;1;0.109;-6.35;1;80;110.94;0.324;2020
0.128;0.616;177273;0.617;1;0.177;-8.431;1;77;175.929;0.476;2020
0.0493;0.369;174068;0.845;1;0.416;-3.449;0;77;78.532;0.782;2020
0.3;0.806;212867;0.546;0;0.102;-6.637;1;82;147.986;0.874;2020
0.81;0.847;120000;0.448;1;0.325;-10.14;1;77;79.975;0.488;2020
0.151;0.721;192745;0.745;1;0.372;-3.508;0;84;90.988;0.699;2020
0.0946;0.807;227520;0.606;1;0.119;-8.871;0;83;92.988;0.304;2020
0.42;0.547;254950;0.605;0;0.125;-6.755;1;83;121.953;0.364;2020
0.0375;0.812;180947;0.8;0;0.0638;-4.282;1;83;130.036;0.357;2020
0.538;0.661;147548;0.665;1;0.0981;-6.356;0;76;75.059;0.486;2020
0.627;0.375;223270;0.461;0;0.386;-6.202;1;80;75.217;0.233;2020
0.0406;0.621;237800;0.873;0;0.0824;-3.067;0;79;97.96;0.873;2020
0.149;0.776;204000;0.64;1;0.101;-8.058;1;76;160.038;0.326;2020
0.0814;0.772;200733;0.506;1;0.182;-6.558;0;77;127.894;0.456;2020
0.835;0.392;214707;0.579;0;0.145;-9.195;1;81;80.961;0.549;2020
0.00255;0.72;91171;0.74;1;0.303;-3.815;1;79;157.953;0.172;2020
0.0103;0.781;169333;0.67;0;0.0761;-3.912;0;84;127.99;0.595;2020
0.168;0.567;176650;0.545;1;0.112;-6.668;0;76;174.146;0.234;2020
0.165;0.89;114865;0.53;1;0.106;-9.891;1;78;127.889;0.644;2020
0.012;0.425;189125;0.743;1;0.709;-5.54;0;77;84.748;0.344;2020
0.0739;0.677;192358;0.685;1;0.107;-5.643;0;80;91.008;0.177;2020
0.473;0.644;161765;0.587;1;0.0759;-6.736;0;76;173.972;0.68;2020
0.00225;0.891;170267;0.552;1;0.162;-6.877;1;76;135.976;0.455;2020
0.0563;0.83;200673;0.583;1;0.109;-2.052;1;78;134;0.146;2020
0.0703;0.552;208457;0.599;0;0.0986;-5.75;0;78;161.884;0.0916;2020
0.247;0.697;203893;0.535;0;0.569;-6.504;1;78;82.959;0.594;2020
0.317;0.811;212869;0.553;0;0.105;-6.644;1;80;148.014;0.86;2020
0.109;0.6;195268;0.723;1;0.167;-4.928;0;76;149.881;0.463;2020
0.293;0.798;132227;0.528;1;0.0727;-8.908;1;77;149.995;0.728;2020
0.0252;0.843;155497;0.741;1;0.096;-5.609;1;79;168.983;0.68;2020
0.512;0.718;189653;0.712;0;0.104;-4.366;1;88;180.034;0.531;2020
0.424;0.738;136839;0.621;0;0.692;-7.313;1;83;113.968;0.715;2020
0.606;0.713;187587;0.47;1;0.306;-8.698;1;76;84.518;0.0825;2020
0.331;0.797;135878;0.755;0;0.124;-5.393;1;79;129.955;0.411;2020
0.038;0.389;183567;0.768;1;0.119;-4.765;1;78;90.146;0.334;2020
0.519;0.411;239949;0.522;0;0.398;-7.295;1;77;88.332;0.382;2020
0.0464;0.86;162151;0.725;1;0.0994;-6.7;1;81;145.001;0.375;2020
0.167;0.73;221820;0.729;0;0.349;-3.434;0;85;113.013;0.467;2020
0.0123;0.793;183290;0.793;0;0.0951;-4.521;0;85;123.95;0.679;2020
0.218;0.457;224638;0.621;1;0.0944;-5.923;1;78;85.359;0.634;2020
0.0326;0.744;206420;0.868;1;0.0822;-4.524;1;82;93.037;0.586;2020
0.114;0.761;174730;0.517;1;0.157;-6.916;1;76;147.912;0.46;2020
0.36;0.474;201882;0.533;0;0.101;-5.648;0;78;131.762;0.165;2020
0.0861;0.685;163084;0.848;1;0.0783;-4.561;0;81;179.87;0.761;2020
0.538;0.532;261923;0.623;0;0.0925;-9.208;1;77;89.937;0.403;2020
0.323;0.817;129241;0.635;0;0.0738;-7.246;1;79;138.015;0.454;2020
0.000335;0.58;213672;0.908;0;0.087;-5.303;1;79;115.016;0.427;2020
0.145;0.79;181436;0.694;0;0.281;-7.726;0;80;103.007;0.508;2020
0.0861;0.596;127921;0.575;1;0.334;-8.325;0;76;98.265;0.34;2020
0.139;0.714;230693;0.761;0;0.241;-4.596;0;89;168.022;0.906;2020
0.32;0.67;231429;0.399;0;0.38;-9.137;1;78;125.981;0.211;2020
0.335;0.681;226821;0.664;1;0.0418;-8.019;0;77;102.166;0.861;2020
0.0599;0.706;126444;0.76;1;0.202;-4.702;1;77;95.499;0.564;2020
0.695;0.445;244360;0.537;1;0.0944;-8.532;0;78;122.764;0.131;2013
0.614;0.532;181467;0.178;1;0.0985;-9.754;0;76;149.879;0.103;2017
0.0895;0.584;220883;0.54;0;0.261;-7.786;0;79;137.972;0.195;2017
0.075;0.696;216409;0.817;1;0.187;-3.862;1;76;98.064;0.782;2017
0.393;0.602;200187;0.707;0;0.165;-4.097;1;76;75.09;0.554;2017
0.133;0.694;201122;0.712;0;0.211;-3.923;0;76;98.022;0.799;2017
0.159;0.6;156600;0.688;0;0.409;-8.339;0;76;99.977;0.0793;2017
0.0183;0.566;191100;0.769;0;0.108;-4.342;1;76;170.036;0.385;2018
0.00713;0.509;230613;0.448;0;0.244;-7.552;0;77;156.909;0.221;2018
0.265;0.75;219357;0.665;0;0.0515;-3.083;1;76;95.239;0.697;2018
0.176;0.694;184560;0.77;0;0.118;-5.335;1;81;125.905;0.163;2018
0.416;0.575;217213;0.33;0;0.0872;-6.557;1;78;95.801;0.277;2018
0.00517;0.52;219801;0.903;0;0.254;-5.497;1;79;74.988;0.652;2019
0.145;0.806;309120;0.786;0;0.0935;-3.831;0;78;91.973;0.58;2019
0.417;0.625;213254;0.554;0;0.305;-5.531;1;76;111.911;0.846;2019
0.193;0.664;210560;0.666;0;0.0854;-2.203;1;79;139.987;0.405;2019
0.263;0.681;216560;0.453;0;0.0543;-6.09;1;78;125.772;0.348;2019
0.361;0.795;266087;0.783;0;0.437;-4.271;1;76;92.01;0.799;2019
0.00231;0.67;261013;0.874;0;0.3;-5.221;1;81;130.041;0.789;2019
0.0771;0.59;174444;0.642;0;0.105;-3.87;1;76;107.356;0.651;2019
0.0275;0.639;222347;0.791;0;0.362;-4.443;0;77;92.603;0.939;2019
0.882;0.541;176972;0.153;0;0.16;-10.654;1;78;139.644;0.359;2019
0.296;0.674;178480;0.881;0;0.0793;-2.853;1;80;98.994;0.234;2019
0.784;0.643;240457;0.35;1;0.102;-5.924;0;77;118.199;0.541;2019
0.0711;0.725;287773;0.79;1;0.0602;-2.331;1;76;175.988;0.763;2019
0.144;0.794;307547;0.79;0;0.0893;-3.855;0;76;91.984;0.577;2019
0.0578;0.907;113000;0.53;0;0.101;-6.112;1;78;135.998;0.507;2019
0.0846;0.786;301714;0.808;0;0.0822;-3.702;1;79;105.027;0.609;2019
0.557;0.723;155803;0.48;0;0.0705;-4.1;0;77;144.533;0.909;2019
0.259;0.728;227234;0.542;1;0.136;-5.195;1;82;90.016;0.637;2019
0.158;0.763;139576;0.597;1;0.111;-5.054;1;81;126.054;0.194;2020
0.269;0.845;219048;0.677;0;0.108;-4.798;0;89;90.013;0.68;2020
0.362;0.725;186133;0.756;0;0.103;-5.013;1;92;100.07;0.828;2020
0.608;0.768;154599;0.339;0;0.261;-13.169;1;79;76.229;0.568;2020
0.00668;0.658;192760;0.733;0;0.118;-4.756;1;80;127.977;0.464;2020
0.393;0.724;194750;0.594;1;0.0889;-7.126;0;77;136.002;0.413;2020
0.389;0.742;209440;0.553;1;0.0694;-8.98;1;76;84.931;0.508;2020
0.408;0.454;293183;0.913;0;0.248;-4.008;1;77;137.688;0.521;2020
0.0115;0.709;153467;0.679;1;0.0971;-6.503;0;76;162.973;0.754;2020
0.0484;0.764;222243;0.526;0;0.0718;-7.355;1;82;114.91;0.588;2020
0.0593;0.956;187000;0.502;1;0.238;-5.995;1;77;110.003;0.795;2020
0.189;0.787;200198;0.728;0;0.0629;-3.455;0;88;180.066;0.545;2020
0.105;0.738;192921;0.85;0;0.23;-3.049;1;86;98.013;0.865;2020
0.121;0.657;205493;0.88;0;0.463;-3.672;0;83;150.084;0.769;2020
0.31;0.823;213314;0.821;0;0.143;-3.402;0;89;99.999;0.791;2020
0.0119;0.644;97317;0.883;1;0.377;-6.985;1;76;164.158;0.522;2020
0.154;0.653;213869;0.667;0;0.107;-6.764;0;83;104.181;0.556;2020
0.067;0.795;237918;0.574;1;0.15;-6.903;0;78;142.053;0.537;2020
0.287;0.31;177528;0.722;1;0.345;-5.348;1;77;86.693;0.349;2020
0.0132;0.731;239722;0.845;0;0.0782;-5.352;1;81;101.085;0.484;2020
0.00782;0.787;202313;0.669;0;0.123;-4.333;0;82;104.994;0.57;2020
0.827;0.586;116630;0.893;0;0.212;-8.772;1;76;140.023;0.65;2020
0.0172;0.743;159863;0.837;0;0.0743;-5.025;0;81;103.072;0.263;2020
0.139;0.762;213609;0.861;1;0.0956;-4.075;0;79;133.037;0.588;2020
0.0145;0.815;296011;0.513;0;0.14;-8.363;1;77;96.982;0.17;2020
0.122;0.713;232853;0.617;0;0.0962;-4.637;1;91;168.021;0.682;2020
0.0947;0.712;166356;0.568;1;0.169;-7.864;0;78;130.019;0.46;2020
0.0101;0.606;216504;0.9;0;0.075;-4.504;1;79;133.963;0.233;2020
0.0902;0.43;183219;0.7;1;0.216;-5.35;1;79;158.373;0.731;2020
0.0967;0.624;146959;0.672;1;0.155;-5.334;1;76;159.852;0.26;2020
0.801;0.499;157710;0.462;1;0.0946;-5.308;1;76;127.698;0.599;2020
0.0175;0.904;121846;0.854;1;0.296;-3.528;0;76;130.074;0.351;2020
0.0601;0.612;163053;0.561;1;0.145;-6.054;1;80;191.911;0.393;2020
0.697;0.547;142065;0.638;0;0.074;-2.99;1;80;176.277;0.876;2020
0.021;0.672;182200;0.855;0;0.323;-3.764;1;81;123.056;0.646;2020
0.00488;0.528;163906;0.749;1;0.0949;-7.571;1;76;163.944;0.729;2020
0.00304;0.512;217027;0.483;0;0.12;-7.798;1;76;160.009;0.367;2020
0.0746;0.798;108160;0.649;1;0.517;-6.546;1;79;142.006;0.566;2020
0.0439;0.643;162299;0.727;1;0.123;-5.506;1;80;90.019;0.295;2020
0.114;0.582;204800;0.693;0;0.13;-5.048;1;81;125.904;0.341;2020
